date,warehouse_id,region,orders,shipment_weight,workers,scanner_used,processing_time
2023-01-16,WH_3,East,108,185.00847233473016,9,0,25.00806148232487
2023-01-17,WH_1,North,116,240.85783292387205,9,1,22.815239196308106
2023-01-17,WH_2,North,145,361.14030953761227,12,1,27.639879208142307
2023-01-17,WH_3,East,107,273.1953312839662,8,1,26.33911548911534
2023-01-18,WH_1,West,85,228.57280578847192,7,0,31.75620385537941
2023-01-18,WH_2,East,141,302.04498129682906,11,1,28.03188140047059
2023-01-18,WH_3,West,100,190.15297539275537,8,1,27.905198647055837
2023-01-19,WH_1,East,123,273.9436571212402,10,0,29.37732256376251
2023-01-19,WH_2,South,93,243.95281467791446,7,1,26.64132740817706
2023-01-19,WH_3,West,115,295.0957458759644,9,0,35.59790536727388
2023-01-20,WH_1,North,149,266.1546125039732,12,0,39.78843281370669
2023-01-20,WH_2,South,97,218.5586094931727,8,0,36.68251433516046
2023-01-20,WH_3,North,89,144.24088196771226,7,1,22.103114736770223
2023-01-21,WH_1,North,107,271.93685230774406,8,1,19.36570631572185
2023-01-21,WH_2,South,99,210.24283811886252,8,1,17.515172699588586
2023-01-21,WH_3,North,115,201.0176049839251,9,0,30.412286311755672
2023-01-22,WH_1,West,90,138.67785745439198,7,1,18.630165033006037
2023-01-22,WH_2,East,129,338.73691785932726,10,0,35.21405668419704
2023-01-22,WH_3,North,123,245.89086413030324,10,0,35.657060230135606
2023-01-23,WH_1,North,124,318.2005218350163,10,1,15.72722953910597
2023-01-23,WH_2,East,102,211.76883378432612,8,1,33.07995460114423
2023-01-23,WH_3,West,86,187.9586270738457,7,0,33.3012630133948
2023-01-24,WH_1,West,123,228.50796634801463,10,0,32.727946428882866
2023-01-24,WH_2,East,93,275.13584590685196,7,0,39.15549247060134
2023-01-24,WH_3,South,113,302.1370062106255,9,1,25.03108464279195
2023-01-25,WH_1,North,80,140.34233272170002,6,1,22.572897940103452
2023-01-25,WH_2,North,95,251.20978784164888,7,1,27.065785817993316
2023-01-25,WH_3,South,137,320.79355638432247,11,1,23.280068145333097
2023-01-26,WH_1,East,107,205.7698051980404,8,0,32.02985371996565
2023-01-26,WH_2,East,132,322.0491620404325,11,1,22.79286560005
2023-01-26,WH_3,North,120,244.5984930386827,10,1,17.027737491487006
2023-01-27,WH_1,East,95,239.11147518538448,7,1,29.634891969959014
2023-01-27,WH_2,West,136,264.3886027711395,11,1,16.824216002290296
2023-01-27,WH_3,West,149,425.8428129732091,12,1,20.730304362141517
2023-01-28,WH_1,North,127,277.5539534709792,10,1,27.267375725527554
2023-01-28,WH_2,South,119,235.50009778468166,9,0,36.39257282712383
2023-01-28,WH_3,East,144,324.1095802162131,12,1,20.773874819310894
2023-01-29,WH_1,East,122,308.1872468598317,10,1,31.306797537405085
2023-01-29,WH_2,East,132,254.073879605776,11,1,23.298617877321888
2023-01-29,WH_3,East,100,231.55894234369993,8,1,22.87624798380004
2023-01-30,WH_1,South,129,205.2216605309186,10,1,22.53158303416626
2023-01-30,WH_2,North,111,244.6623364091578,9,1,26.378885302231225
2023-01-30,WH_3,North,127,287.627915837076,10,1,20.062579623411487
2023-01-31,WH_1,East,84,133.15877926605782,7,1,27.77274850527788
2023-01-31,WH_2,South,104,166.02387153971145,8,0,37.919494260855565
2023-01-31,WH_3,East,100,186.83836314907677,8,1,19.990262844475936
2023-02-01,WH_1,North,105,256.358325161186,8,0,26.896759954458958
2023-02-01,WH_2,West,126,337.6661179805243,10,1,28.41232510483182
2023-02-01,WH_3,East,126,217.3933716953232,10,1,15.915857681326155
2023-02-02,WH_1,East,144,431.2051411813098,12,1,27.83501213683416
2023-02-02,WH_2,South,104,299.2716858876631,8,1,19.726449147310497
2023-02-02,WH_3,South,129,382.19279774381175,10,1,32.3435400589777
2023-02-03,WH_1,West,86,221.77731986256015,7,1,17.879018272521353
2023-02-03,WH_2,West,117,211.58264250095644,9,1,22.52807010176648
2023-02-03,WH_3,East,108,196.93846199852894,9,1,30.281303422881315
2023-02-04,WH_1,West,114,210.64007692443192,9,1,25.995993371882307
2023-02-04,WH_2,West,86,211.57157567298688,7,1,31.78725602061919
2023-02-04,WH_3,West,102,267.7261201888242,8,1,31.112068996238612
2023-02-05,WH_1,North,136,209.13350656957576,11,0,33.29803857176517
2023-02-05,WH_2,North,133,214.67737530232404,11,1,23.829555631060913
2023-02-05,WH_3,North,131,356.70714809848056,10,0,35.82405459086999
2023-02-06,WH_1,West,124,340.0380826056067,10,0,39.57776256873523
2023-02-06,WH_2,West,112,317.4590853652288,9,1,27.78540184876108
2023-02-06,WH_3,West,104,288.11422714025906,8,0,33.82918062362178
2023-02-07,WH_1,South,128,322.64421431564875,10,0,28.508163426442984
2023-02-07,WH_2,East,149,253.0700436379389,12,0,29.808012671708823
2023-02-07,WH_3,North,107,240.1765329576272,8,1,25.73237586561646
2023-02-08,WH_1,South,142,365.82270699725456,11,0,39.93074461490569
2023-02-08,WH_2,West,145,425.2030615294627,12,1,30.399443693790623
2023-02-08,WH_3,North,80,186.73255362945702,6,0,30.626840581189224
2023-02-09,WH_1,East,148,318.47536771267875,12,1,18.401902835007977
2023-02-09,WH_2,South,145,333.06020993708375,12,1,28.272396091550622
2023-02-09,WH_3,East,120,330.25224415511593,10,0,32.64048235420656
2023-02-10,WH_1,South,82,189.08842501359078,6,0,25.790048884988206
2023-02-10,WH_2,West,80,165.56038391120723,6,1,24.593614946092316
2023-02-10,WH_3,West,104,221.81068450801945,8,0,27.040334909377
2023-02-11,WH_1,South,126,234.0201400942576,10,1,19.20551721492703
2023-02-11,WH_2,North,105,249.09231215682235,8,0,29.377721775256163
2023-02-11,WH_3,North,100,256.22245372779145,8,1,28.398164792316045
2023-02-12,WH_1,East,101,290.91852382326823,8,1,26.720315275830934
2023-02-12,WH_2,North,130,366.35846711555496,10,0,36.04523483013491
2023-02-12,WH_3,South,128,271.6285355948746,10,0,34.6894322005163
2023-02-13,WH_1,West,142,344.2144459916113,11,1,30.561661265292532
2023-02-13,WH_2,North,148,409.09285908031507,12,0,30.3117746521187
2023-02-13,WH_3,South,93,176.3268224260933,7,1,22.597385415732973
2023-02-14,WH_1,East,134,309.75268347706344,11,1,30.34356096735795
2023-02-14,WH_2,East,90,213.10577355644514,7,0,36.74048948386702
2023-02-14,WH_3,North,113,202.1317436600916,9,1,21.303692606320524
2023-02-15,WH_1,North,95,248.47246071237558,7,0,29.26009941034013
2023-02-15,WH_2,West,138,384.99881004715803,11,1,19.98158296488475
2023-02-15,WH_3,West,124,236.3130018109152,10,0,28.508760180454363
2023-02-16,WH_1,South,81,230.35298225805366,6,0,39.866912361904554
2023-02-16,WH_2,North,108,199.12842118001538,9,1,27.95337201711791
2023-02-16,WH_3,South,112,230.84047032906494,9,1,25.714622683240645
2023-02-17,WH_1,South,101,203.72689380823977,8,1,22.464620722542698
2023-02-17,WH_2,East,81,236.40456859217707,6,1,24.748980752488123
2023-02-17,WH_3,North,147,396.67580280511515,12,1,24.76777833494425
2023-02-18,WH_1,East,83,138.10608560526708,6,1,21.95124254799179
2023-02-18,WH_2,North,133,275.70410403756614,11,1,18.176948915420773
2023-02-18,WH_3,North,83,129.87489763970254,6,1,19.014414448705125
2023-02-19,WH_1,East,134,260.9722378265509,11,1,27.250424609558305
2023-02-19,WH_2,North,147,270.86270143968335,12,1,16.699134501528306
2023-02-19,WH_3,South,86,255.8973611386314,7,1,29.097560679032064
2023-02-20,WH_1,West,141,284.1978748395975,11,1,24.030020867610684
2023-02-20,WH_2,East,122,240.93519564012675,10,1,15.447955703031582
2023-02-20,WH_3,South,120,330.5103061645527,10,1,25.847156018267313
2023-02-21,WH_1,North,131,206.73805933863758,10,1,28.97925382999627
2023-02-21,WH_2,West,137,391.07112512661735,11,1,32.69259941662149
2023-02-21,WH_3,North,129,366.3557389024403,10,1,30.727747318411986
2023-02-22,WH_1,West,89,248.85096943250076,7,0,39.22630411811385
2023-02-22,WH_2,East,103,266.69549790238284,8,1,30.11704518904199
2023-02-22,WH_3,North,110,201.96402801073276,9,0,29.321710931991877
2023-02-23,WH_1,East,115,309.26501291075374,9,1,24.49405389565726
2023-02-23,WH_2,East,98,268.5154900006781,8,0,29.82047313881969
2023-02-23,WH_3,South,100,162.32744246226457,8,1,30.233448371845192
2023-02-24,WH_1,North,147,375.4012476671095,12,0,39.079045758242344
2023-02-24,WH_2,East,97,165.35003149277716,8,1,26.631049719787903
2023-02-24,WH_3,East,111,228.51646769428638,9,0,25.609706868081883
2023-02-25,WH_1,West,87,210.1772304732514,7,0,27.089283711037467
2023-02-25,WH_2,North,137,225.9833934818651,11,0,33.89603597425804
2023-02-25,WH_3,East,87,239.31934843769366,7,1,21.082762393841612
2023-02-26,WH_1,East,140,234.0144291633059,11,1,30.55350867046994
2023-02-26,WH_2,North,116,176.9727653916917,9,1,26.049762240011177
2023-02-26,WH_3,South,93,194.92452192166778,7,0,25.49554021005844
2023-02-27,WH_1,North,93,222.77615486685528,7,1,18.838911005781057
2023-02-27,WH_2,South,101,245.92914879018574,8,0,32.474986120164125
2023-02-27,WH_3,South,138,215.81366672099662,11,1,22.072795588930575
2023-02-28,WH_1,West,114,197.52651450081976,9,0,35.53460215355748
2023-02-28,WH_2,East,94,172.90484960458915,7,1,28.710387657694422
2023-02-28,WH_3,North,95,241.0557390620178,7,1,21.375310251281178
2023-03-01,WH_1,West,105,282.6599965252182,8,0,35.610621409390276
2023-03-01,WH_2,South,149,318.1192243626836,12,1,28.93898104500063
2023-03-01,WH_3,South,144,335.7872291226332,12,1,24.42420205177141
2023-03-02,WH_1,East,135,369.7913339252133,11,1,26.825024583053633
2023-03-02,WH_2,North,125,245.18806183295985,10,1,23.094474009373805
2023-03-02,WH_3,East,126,351.9999092953561,10,1,25.59790783724795
2023-03-03,WH_1,North,97,219.22330055496806,8,1,24.719336580681304
2023-03-03,WH_2,West,138,400.3964066305301,11,0,25.660851255415004
2023-03-03,WH_3,East,97,187.51991246485264,8,1,29.503502932526793
2023-03-04,WH_1,South,81,214.19829669540306,6,1,26.1485356129971
2023-03-04,WH_2,South,93,178.93996277509646,7,1,28.788508261546436
2023-03-04,WH_3,West,120,357.49303014137047,10,1,25.425775589455338
2023-03-05,WH_1,East,125,256.9092066293708,10,1,29.59195088061356
2023-03-05,WH_2,East,137,221.69439899812048,11,0,29.20471072286557
2023-03-05,WH_3,West,126,199.6296650147821,10,0,32.53046022011878
2023-03-06,WH_1,East,94,176.51027830877024,7,1,23.21477329950857
2023-03-06,WH_2,North,92,172.50255165430823,7,1,24.479907827621112
2023-03-06,WH_3,West,117,250.45217469984837,9,0,29.401473131308563
2023-03-07,WH_1,South,125,366.73403479307245,10,0,36.541355424021994
2023-03-07,WH_2,East,90,153.8009456414376,7,1,26.644473784119292
2023-03-07,WH_3,East,147,263.4711412029662,12,1,24.180512930902538
2023-03-08,WH_1,West,111,309.59349231232846,9,0,36.316634882209115
2023-03-08,WH_2,West,146,245.47800412843125,12,1,24.82928642441636
2023-03-08,WH_3,East,86,195.48439012551847,7,0,30.5897434724766
2023-03-09,WH_1,East,115,332.33145833266997,9,1,25.62639952122468
2023-03-09,WH_2,East,121,296.57846858973033,10,1,25.687844995818764
2023-03-09,WH_3,North,108,318.87746781308306,9,0,32.18985092902098
2023-03-10,WH_1,East,102,240.56105159983088,8,1,23.776412059081135
2023-03-10,WH_2,North,149,422.65043337217224,12,1,26.621654284758673
2023-03-10,WH_3,South,105,276.31046029291025,8,1,24.808130787041627
2023-03-11,WH_1,West,92,227.28852983914456,7,1,24.08071852897326
2023-03-11,WH_2,West,88,202.01089442801302,7,0,26.14881574747284
2023-03-11,WH_3,South,143,363.45773444738296,11,1,17.573917263404873
2023-03-12,WH_1,West,100,152.92443390788424,8,0,27.047834847141097
2023-03-12,WH_2,East,103,222.2620830082483,8,1,29.099008401830933
2023-03-12,WH_3,West,83,168.5028976109293,6,1,28.04914540918424
2023-03-13,WH_1,North,126,228.0889730329205,10,1,29.69383770456232
2023-03-13,WH_2,West,119,284.58991360917435,9,0,36.64935444416931
2023-03-13,WH_3,South,109,253.58158573075116,9,1,26.707122036382163
2023-03-14,WH_1,South,96,238.44334474565008,8,1,33.13403652277641
2023-03-14,WH_2,West,103,239.6040778857292,8,0,35.19944948066217
2023-03-14,WH_3,East,97,217.74963538537384,8,1,25.073510766957867
2023-03-15,WH_1,North,122,188.54629819005297,10,1,27.009147250210248
2023-03-15,WH_2,East,85,251.42004049847353,7,0,35.61877381795395
2023-03-15,WH_3,South,148,327.3338187241194,12,1,25.18325608437256
2023-03-16,WH_1,South,127,226.42723362752227,10,1,18.729938477102387
2023-03-16,WH_2,South,119,223.4411083997423,9,1,20.335499829940957
2023-03-16,WH_3,North,81,215.80943328215875,6,0,28.010886866385874
2023-03-17,WH_1,West,145,428.51474938139836,12,1,24.455231389023787
2023-03-17,WH_2,East,105,245.53425043589317,8,1,16.619327895026988
2023-03-17,WH_3,South,108,279.4816503940273,9,1,30.547507808047133
2023-03-18,WH_1,South,87,238.46325526780447,7,0,27.454943979745323
2023-03-18,WH_2,North,142,298.7312337274304,11,1,26.33220145180926
2023-03-18,WH_3,North,147,391.96483204115975,12,1,22.956120414635237
2023-03-19,WH_1,South,82,166.76047021062382,6,1,20.836052211272023
2023-03-19,WH_2,North,139,381.75110075544336,11,1,33.197211391525684
2023-03-19,WH_3,West,118,221.93947952722772,9,1,16.59803287746694
2023-03-20,WH_1,West,87,255.9312361911,7,1,19.18351092623629
2023-03-20,WH_2,West,96,154.47939151640458,8,0,31.573628304517865
2023-03-20,WH_3,East,135,250.11612096937856,11,1,16.986166364938995
2023-03-21,WH_1,West,100,287.05521155916074,8,1,20.53189960873714
2023-03-21,WH_2,North,91,185.5019479365496,7,1,31.173161202539017
2023-03-21,WH_3,West,82,204.82881955332107,6,1,29.283824197360204
2023-03-22,WH_1,North,83,142.043099530676,6,1,27.227672955544392
2023-03-22,WH_2,South,146,332.4743055626659,12,1,33.66156265208877
2023-03-22,WH_3,North,118,349.4791316982877,9,0,35.49495573613258
2023-03-23,WH_1,West,120,349.04397677884515,10,1,30.719884393348
2023-03-23,WH_2,East,140,282.5274510571422,11,1,20.660990201206268
2023-03-23,WH_3,North,133,392.52100433959913,11,1,25.728297235735194
2023-03-24,WH_1,North,133,265.7230954259378,11,1,20.826831060057387
2023-03-24,WH_2,North,115,334.22777777346505,9,0,39.19960567362535
2023-03-24,WH_3,North,98,243.910384176444,8,1,22.13116465141954
2023-03-25,WH_1,North,97,232.06573378986272,8,1,22.55848440171585
2023-03-25,WH_2,North,136,339.99070054179884,11,0,39.06938589745593
2023-03-25,WH_3,North,99,170.92676565091793,8,1,23.6264459995243
2023-03-26,WH_1,West,148,259.1261616646119,12,1,27.348321107135245
2023-03-26,WH_2,West,95,216.34177253787462,7,1,24.166769056340744
2023-03-26,WH_3,East,142,342.9279269465348,11,1,31.672347743085645
2023-03-27,WH_1,East,125,308.9511777768004,10,0,28.419150052323264
2023-03-27,WH_2,South,102,187.4999851069019,8,1,20.27829517438076
2023-03-27,WH_3,North,128,381.7811023239695,10,1,25.751880372345745
2023-03-28,WH_1,West,90,165.11513526360457,7,1,22.679465052745144
2023-03-28,WH_2,South,101,196.2887355361711,8,1,34.10963707804442
2023-03-28,WH_3,East,127,235.2655862044783,10,0,30.37669324683752
2023-03-29,WH_1,West,124,210.09015880724306,10,0,25.604935009479764
2023-03-29,WH_2,North,129,328.18571202868543,10,1,20.4319223365677
2023-03-29,WH_3,North,143,221.36733279783107,11,0,27.649504534541034
2023-03-30,WH_1,North,81,187.84584759935984,6,1,25.36999030978845
2023-03-30,WH_2,South,112,300.7979441473313,9,0,32.324915024755484
2023-03-30,WH_3,South,109,191.28649386356244,9,1,23.044272517090263
2023-03-31,WH_1,North,143,232.4217724689295,11,1,22.099982444938888
2023-03-31,WH_2,East,102,184.53662014917532,8,0,38.49890879249129
2023-03-31,WH_3,North,87,133.8063924991686,7,0,35.13760171412625
2023-04-01,WH_1,East,135,386.9621459293568,11,0,33.60946468118415
2023-04-01,WH_2,East,87,217.32727636262726,7,0,26.124651302458556
2023-04-01,WH_3,North,93,197.06447094630175,7,1,29.439232826931217
2023-04-02,WH_1,North,123,286.3775606550504,10,0,31.65719587267686
2023-04-02,WH_2,West,126,327.2342866983295,10,1,28.334909108297694
2023-04-02,WH_3,West,122,299.72817873253496,10,1,29.206817488480972
2023-04-03,WH_1,North,104,172.1458773430341,8,1,30.76744613102729
2023-04-03,WH_2,North,82,245.84974471369256,6,1,24.635582577249835
2023-04-03,WH_3,East,119,232.49605727115548,9,1,21.82964948301945
2023-04-04,WH_1,South,148,369.8119078879121,12,1,20.36057730102331
2023-04-04,WH_2,West,144,373.8591310817188,12,1,23.354487981577588
2023-04-04,WH_3,East,100,280.5822225093791,8,1,23.08082811096933
2023-04-05,WH_1,West,111,196.5522547501829,9,0,34.581849872823824
2023-04-05,WH_2,East,143,325.86873900577234,11,1,29.202104467397
2023-04-05,WH_3,East,108,314.9872607970972,9,1,24.536009151686216
2023-04-06,WH_1,North,140,263.8809396990136,11,1,25.098771855640717
2023-04-06,WH_2,East,80,135.86811328975512,6,0,28.471770074475227
2023-04-06,WH_3,East,92,171.20091008326486,7,0,33.18399952013474
2023-04-07,WH_1,South,148,423.8904272580624,12,0,32.205801002577374
2023-04-07,WH_2,West,83,188.71712850396972,6,1,20.926394283123585
2023-04-07,WH_3,East,135,336.24146464546305,11,1,16.74286286530384
2023-04-08,WH_1,East,115,326.13628134999306,9,1,22.502925822492813
2023-04-08,WH_2,South,112,245.0252756864541,9,1,19.52841037049869
2023-04-08,WH_3,East,104,291.450618232802,8,0,39.96492853265249
2023-04-09,WH_1,West,110,202.43047402175964,9,1,26.241289903392193
2023-04-09,WH_2,East,147,225.51161252763546,12,1,22.420779147938386
2023-04-09,WH_3,East,106,224.06178390378633,8,1,26.86698298735061
2023-04-10,WH_1,West,112,288.60771817454855,9,1,15.709565190458896
2023-04-10,WH_2,North,87,171.23607652939086,7,1,26.043377193389812
2023-04-10,WH_3,West,119,279.3936106172258,9,1,26.84114478038478
2023-04-11,WH_1,South,104,193.2303362211415,8,1,23.05601136796266
2023-04-11,WH_2,West,91,159.74011603744674,7,1,28.041008523894234
2023-04-11,WH_3,South,119,258.16211352519974,9,1,19.892579973646782
2023-04-12,WH_1,East,99,260.0366928478829,8,0,31.710001298897016
2023-04-12,WH_2,West,100,165.3881405202056,8,1,24.82569773344781
2023-04-12,WH_3,West,83,230.41443002130586,6,1,17.778678574959994
2023-04-13,WH_1,East,103,305.8362234386978,8,1,30.817094245746823
2023-04-13,WH_2,East,125,191.41085786275437,10,1,26.479411862262914
2023-04-13,WH_3,North,135,385.8096571472705,11,0,26.446295114790555
2023-04-14,WH_1,East,86,184.89477482525487,7,1,25.392275883877215
2023-04-14,WH_2,South,120,303.5415515196681,10,1,17.891578916953005
2023-04-14,WH_3,West,134,362.74075910168807,11,1,24.423934834443266
2023-04-15,WH_1,North,112,328.4961908661829,9,1,22.804599337420925
2023-04-15,WH_2,North,82,240.39943204994003,6,1,33.88411617947396
2023-04-15,WH_3,South,146,357.8812157948289,12,1,26.04664728818246
2023-04-16,WH_1,West,102,241.72383218244624,8,1,34.33895379865913
2023-04-16,WH_2,North,96,191.95732372163295,8,1,31.323269586451257
2023-04-16,WH_3,West,96,186.99029873727747,8,1,31.83622947416129
2023-04-17,WH_1,South,80,224.76918550132916,6,1,30.576369013539534
2023-04-17,WH_2,South,82,237.8980251725858,6,0,26.23707470050624
2023-04-17,WH_3,South,131,364.7774506573806,10,0,32.216042417345996
2023-04-18,WH_1,North,133,322.5799211920486,11,1,33.20492374872671
2023-04-18,WH_2,South,135,335.46333305922957,11,1,24.12404866664383
2023-04-18,WH_3,North,98,189.96792776226349,8,0,33.7791720522529
2023-04-19,WH_1,South,133,365.8639748609483,11,0,29.64460079114642
2023-04-19,WH_2,South,106,310.59737432475583,8,1,27.187172791709724
2023-04-19,WH_3,West,102,305.34835119138165,8,1,29.4595340301665
2023-04-20,WH_1,South,81,178.1268353464771,6,1,17.642891982743418
2023-04-20,WH_2,East,105,289.2333576232405,8,1,20.958092539196414
2023-04-20,WH_3,North,106,203.82781775712067,8,1,20.58578486625825
2023-04-21,WH_1,South,98,216.32685250740806,8,1,28.635108870504617
2023-04-21,WH_2,North,86,190.04652199096753,7,1,19.334895109871184
2023-04-21,WH_3,North,101,158.75916510279998,8,1,31.173451098443596
2023-04-22,WH_1,East,96,158.37663576703227,8,0,28.632019392925397
2023-04-22,WH_2,South,139,224.3327136289377,11,1,33.1522872820632
2023-04-22,WH_3,North,149,348.07251766904903,12,1,23.581528728112787
2023-04-23,WH_1,West,124,269.2024380184304,10,1,20.333051866367768
2023-04-23,WH_2,North,106,245.0775981113296,8,1,23.655867856397222
2023-04-23,WH_3,West,104,287.328693819816,8,1,25.88754624107021
2023-04-24,WH_1,East,108,200.30427803872738,9,0,28.29054993708504
2023-04-24,WH_2,South,125,279.63447132325933,10,1,29.058211871671297
2023-04-24,WH_3,South,119,356.7457963590107,9,1,19.875073303575938
2023-04-25,WH_1,North,137,380.1265933577148,11,1,25.9652940725824
2023-04-25,WH_2,East,128,210.41616343362483,10,1,26.18372102783863
2023-04-25,WH_3,West,85,149.14804447956658,7,0,38.42420269425379
2023-04-26,WH_1,East,116,176.23904584496674,9,1,26.775448059579492
2023-04-26,WH_2,West,85,239.47042624463512,7,1,23.114395717422738
2023-04-26,WH_3,South,118,207.57464775077472,9,1,28.49722798262897
2023-04-27,WH_1,East,142,419.57386135822156,11,1,23.553945402708756
2023-04-27,WH_2,East,136,257.1965111522388,11,1,16.383335207006702
2023-04-27,WH_3,North,104,211.49332370937947,8,0,39.42446015494321
2023-04-28,WH_1,East,101,181.22061136746294,8,1,22.815592285461364
2023-04-28,WH_2,East,142,355.4436781371337,11,1,24.255027741958976
2023-04-28,WH_3,West,147,353.1384819336253,12,1,17.239079200442156
2023-04-29,WH_1,West,81,129.38315492657983,6,1,29.726548782353877
2023-04-29,WH_2,North,83,227.82933118634872,6,1,24.8673411911668
2023-04-29,WH_3,West,86,167.52022718186498,7,1,28.573973414324847
2023-04-30,WH_1,East,89,226.20657555867683,7,1,19.888943130681312
2023-04-30,WH_2,North,98,147.81013774070973,8,0,26.013279751496
2023-04-30,WH_3,North,118,184.59013269067185,9,0,28.455667570408217
2023-05-01,WH_1,West,98,169.90695352042374,8,1,27.154438753460653
2023-05-01,WH_2,South,92,191.68364508381606,7,1,21.877500275747238
2023-05-01,WH_3,North,136,325.47832366247854,11,1,26.003187355318786
2023-05-02,WH_1,North,86,174.89893730029166,7,1,29.831978783647195
2023-05-02,WH_2,East,83,161.2723363297122,6,1,32.066455978526044
2023-05-02,WH_3,West,128,206.53366542458053,10,1,25.8030362775573
2023-05-03,WH_1,East,99,228.92595761376617,8,1,17.101230497361783
2023-05-03,WH_2,West,96,231.82964303683144,8,1,20.900396522191212
2023-05-03,WH_3,North,139,292.3676471288173,11,1,25.914190693320762
2023-05-04,WH_1,North,127,330.50048906766773,10,1,26.564834869086262
2023-05-04,WH_2,North,141,371.75137509319194,11,1,27.162292656607477
2023-05-04,WH_3,West,132,299.7746143345911,11,0,35.55439412352562
2023-05-05,WH_1,East,139,365.4913768327856,11,0,34.9047617098042
2023-05-05,WH_2,East,127,217.6636095832763,10,1,24.73786935300113
2023-05-05,WH_3,North,148,251.67132743213213,12,1,31.713015098219298
2023-05-06,WH_1,North,81,126.91394803001998,6,1,23.50553412663412
2023-05-06,WH_2,North,139,399.33112833685703,11,1,27.776415408952914
2023-05-06,WH_3,East,118,219.96644675437938,9,1,25.418971404477034
2023-05-07,WH_1,East,96,220.997540484058,8,1,19.583742714781785
2023-05-07,WH_2,West,104,208.66956562890095,8,1,18.339451151240674
2023-05-07,WH_3,South,120,231.57494943786088,10,1,28.034504406925567
2023-05-08,WH_1,West,86,191.82375316983692,7,0,29.2455295029284
2023-05-08,WH_2,North,89,206.63878863641827,7,0,37.19213834230733
2023-05-08,WH_3,West,134,359.2158633921219,11,1,19.52165927759144
2023-05-09,WH_1,West,121,359.0825622917845,10,1,19.779176452918414
2023-05-09,WH_2,North,83,127.76989512258587,6,1,22.44486041025215
2023-05-09,WH_3,East,101,272.4073457216046,8,1,18.192899017958652
